Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q1,72,Accommodation and Food Services,12914
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q2,72,Accommodation and Food Services,6668
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q2,72,Accommodation and Food Services,6539
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q2,72,Accommodation and Food Services,6630
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q2,72,Accommodation and Food Services,7193
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q2,72,Accommodation and Food Services,7597
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q2,72,Accommodation and Food Services,TBD
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q3,72,Accommodation and Food Services,7454
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q3,72,Accommodation and Food Services,7272
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q3,72,Accommodation and Food Services,7501
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q3,72,Accommodation and Food Services,7527
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q3,72,Accommodation and Food Services,7950
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q4,72,Accommodation and Food Services,7170
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q4,72,Accommodation and Food Services,6702
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q4,72,Accommodation and Food Services,6481
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q4,72,Accommodation and Food Services,6797
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q4,72,Accommodation and Food Services,6883
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q1,72,Accommodation and Food Services,14.2
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q1,72,Accommodation and Food Services,14.099999999999998
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q1,72,Accommodation and Food Services,14.899999999999999
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q1,72,Accommodation and Food Services,14.899999999999999
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q1,72,Accommodation and Food Services,14.899999999999999
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q2,72,Accommodation and Food Services,15.1
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q1,72,Accommodation and Food Services,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q2,72,Accommodation and Food Services,14.499999999999998
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q2,72,Accommodation and Food Services,16.8
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q2,72,Accommodation and Food Services,15
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q2,72,Accommodation and Food Services,15.4
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q3,72,Accommodation and Food Services,16.1
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q3,72,Accommodation and Food Services,17.299999999999997
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q2,72,Accommodation and Food Services,TBD
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q3,72,Accommodation and Food Services,15.6
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q3,72,Accommodation and Food Services,16.8
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q3,72,Accommodation and Food Services,16.400000000000002
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q4,72,Accommodation and Food Services,14.399999999999999
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q4,72,Accommodation and Food Services,14.499999999999998
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q4,72,Accommodation and Food Services,15.1
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q4,72,Accommodation and Food Services,14.799999999999999
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q4,72,Accommodation and Food Services,27.800000000000004
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q1,72,Accommodation and Food Services,22683
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q1,72,Accommodation and Food Services,22049
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q1,72,Accommodation and Food Services,21933
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q1,72,Accommodation and Food Services,22798
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q1,72,Accommodation and Food Services,22367
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q1,72,Accommodation and Food Services,23532
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q2,72,Accommodation and Food Services,23663
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q2,72,Accommodation and Food Services,24070
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q2,72,Accommodation and Food Services,24182
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q2,72,Accommodation and Food Services,24017
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q2,72,Accommodation and Food Services,23877
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q3,72,Accommodation and Food Services,24176
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q2,72,Accommodation and Food Services,15452
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q3,72,Accommodation and Food Services,23961
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q3,72,Accommodation and Food Services,24045
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q3,72,Accommodation and Food Services,24457
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q3,72,Accommodation and Food Services,24466
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q4,72,Accommodation and Food Services,23896
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q4,72,Accommodation and Food Services,23417
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q4,72,Accommodation and Food Services,24109
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q4,72,Accommodation and Food Services,23871
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q4,72,Accommodation and Food Services,24002
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q1,62,Health Care and Social Assistance,4638
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q1,62,Health Care and Social Assistance,4586
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q1,62,Health Care and Social Assistance,4478
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q1,62,Health Care and Social Assistance,4258
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q1,62,Health Care and Social Assistance,4750
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q1,62,Health Care and Social Assistance,4942
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q2,62,Health Care and Social Assistance,4261
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q2,62,Health Care and Social Assistance,4813
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q2,62,Health Care and Social Assistance,4399
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q2,62,Health Care and Social Assistance,4878
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q2,62,Health Care and Social Assistance,5037
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q3,62,Health Care and Social Assistance,4598
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q3,62,Health Care and Social Assistance,4881
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q2,62,Health Care and Social Assistance,TBD
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q3,62,Health Care and Social Assistance,4745
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q3,62,Health Care and Social Assistance,4739
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q3,62,Health Care and Social Assistance,4829
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q4,62,Health Care and Social Assistance,4973
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q4,62,Health Care and Social Assistance,5098
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q4,62,Health Care and Social Assistance,5202
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q4,62,Health Care and Social Assistance,5033
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q4,62,Health Care and Social Assistance,5305
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q1,62,Health Care and Social Assistance,401
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q1,62,Health Care and Social Assistance,1927
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q1,62,Health Care and Social Assistance,730
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q1,62,Health Care and Social Assistance,673
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q1,62,Health Care and Social Assistance,244
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q1,62,Health Care and Social Assistance,-1249
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q2,62,Health Care and Social Assistance,-832
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q2,62,Health Care and Social Assistance,709
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q2,62,Health Care and Social Assistance,451
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q2,62,Health Care and Social Assistance,792
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q2,62,Health Care and Social Assistance,512
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q2,62,Health Care and Social Assistance,TBD
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q3,62,Health Care and Social Assistance,587
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q3,62,Health Care and Social Assistance,71
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q4,62,Health Care and Social Assistance,1553
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q3,62,Health Care and Social Assistance,485
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q3,62,Health Care and Social Assistance,147
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q4,62,Health Care and Social Assistance,-253
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q4,62,Health Care and Social Assistance,164
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q4,62,Health Care and Social Assistance,300
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q4,62,Health Care and Social Assistance,282
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q1,62,Health Care and Social Assistance,4980
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q1,62,Health Care and Social Assistance,4621
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q1,62,Health Care and Social Assistance,5076
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q1,62,Health Care and Social Assistance,5966
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q3,62,Health Care and Social Assistance,569
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q1,62,Health Care and Social Assistance,5327
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q1,62,Health Care and Social Assistance,5803
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q2,62,Health Care and Social Assistance,6096
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q2,62,Health Care and Social Assistance,5870
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q2,62,Health Care and Social Assistance,5727
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q2,62,Health Care and Social Assistance,4998
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q2,62,Health Care and Social Assistance,6412
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q2,62,Health Care and Social Assistance,4561
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q3,62,Health Care and Social Assistance,7257
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q3,62,Health Care and Social Assistance,7125
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q3,62,Health Care and Social Assistance,6690
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q3,62,Health Care and Social Assistance,6608
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q3,62,Health Care and Social Assistance,7442
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q4,62,Health Care and Social Assistance,5800
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q4,62,Health Care and Social Assistance,5702
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q4,62,Health Care and Social Assistance,6149
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q4,62,Health Care and Social Assistance,5786
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q4,62,Health Care and Social Assistance,6213
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q1,62,Health Care and Social Assistance,5049
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q1,62,Health Care and Social Assistance,4816
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q1,62,Health Care and Social Assistance,5167
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q2,62,Health Care and Social Assistance,6746
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q1,62,Health Care and Social Assistance,5675
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q1,62,Health Care and Social Assistance,5144
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q1,62,Health Care and Social Assistance,7770
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q2,62,Health Care and Social Assistance,5538
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q3,62,Health Care and Social Assistance,7118
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q3,62,Health Care and Social Assistance,7293
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q2,62,Health Care and Social Assistance,6364
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q2,62,Health Care and Social Assistance,6547
