Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q2,72,Accommodation and Food Services,8629
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q2,72,Accommodation and Food Services,8775
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q2,72,Accommodation and Food Services,8835
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q2,72,Accommodation and Food Services,9203
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2020Q2,72,Accommodation and Food Services,3494
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q3,72,Accommodation and Food Services,7670
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q3,72,Accommodation and Food Services,8791
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2016Q3,72,Accommodation and Food Services,7965
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q3,72,Accommodation and Food Services,8769
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q4,72,Accommodation and Food Services,6742
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q3,72,Accommodation and Food Services,8321
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q4,72,Accommodation and Food Services,7215
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2016Q4,72,Accommodation and Food Services,7027
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q4,72,Accommodation and Food Services,7455
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q4,72,Accommodation and Food Services,8013
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q1,72,Accommodation and Food Services,5870
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q1,72,Accommodation and Food Services,7159
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q1,72,Accommodation and Food Services,7798
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q1,72,Accommodation and Food Services,6558
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q1,72,Accommodation and Food Services,7273
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q2,72,Accommodation and Food Services,8756
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q2,72,Accommodation and Food Services,7781
Separations,Prince Georges WIA,Maryland Separations by Industry,2020Q1,72,Accommodation and Food Services,15917
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q2,72,Accommodation and Food Services,8751
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q2,72,Accommodation and Food Services,9226
Separations,Prince Georges WIA,Maryland Separations by Industry,2020Q2,72,Accommodation and Food Services,TBD
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q3,72,Accommodation and Food Services,9186
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q3,72,Accommodation and Food Services,8606
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q3,72,Accommodation and Food Services,9806
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q3,72,Accommodation and Food Services,9786
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q4,72,Accommodation and Food Services,7419
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q3,72,Accommodation and Food Services,9860
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q4,72,Accommodation and Food Services,7535
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q2,72,Accommodation and Food Services,8035
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q4,72,Accommodation and Food Services,8546
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q4,72,Accommodation and Food Services,8180
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q4,72,Accommodation and Food Services,8136
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2015Q1,72,Accommodation and Food Services,14.499999999999998
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2016Q1,72,Accommodation and Food Services,14.2
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2017Q1,72,Accommodation and Food Services,19.3
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2018Q1,72,Accommodation and Food Services,13.100000000000001
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2019Q1,72,Accommodation and Food Services,14.000000000000002
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2020Q1,72,Accommodation and Food Services,TBD
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2015Q2,72,Accommodation and Food Services,14.099999999999998
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2016Q2,72,Accommodation and Food Services,15.1
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2018Q2,72,Accommodation and Food Services,13.900000000000002
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2019Q2,72,Accommodation and Food Services,13.4
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2017Q2,72,Accommodation and Food Services,15.299999999999999
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2020Q2,72,Accommodation and Food Services,TBD
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2015Q3,72,Accommodation and Food Services,15.4
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2016Q3,72,Accommodation and Food Services,14.299999999999999
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2017Q3,72,Accommodation and Food Services,13.8
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2018Q3,72,Accommodation and Food Services,13.8
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2015Q4,72,Accommodation and Food Services,14.499999999999998
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2019Q3,72,Accommodation and Food Services,14.2
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2016Q4,72,Accommodation and Food Services,14.899999999999999
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2017Q4,72,Accommodation and Food Services,13.900000000000002
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2018Q4,72,Accommodation and Food Services,13.5
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2019Q4,72,Accommodation and Food Services,23.200000000000003
Workers,Prince Georges WIA,Maryland Workers by Industry,2015Q1,72,Accommodation and Food Services,26660
Workers,Prince Georges WIA,Maryland Workers by Industry,2017Q1,72,Accommodation and Food Services,32703
Workers,Prince Georges WIA,Maryland Workers by Industry,2016Q1,72,Accommodation and Food Services,28178
Workers,Prince Georges WIA,Maryland Workers by Industry,2018Q1,72,Accommodation and Food Services,32022
Workers,Prince Georges WIA,Maryland Workers by Industry,2019Q1,72,Accommodation and Food Services,33122
Workers,Prince Georges WIA,Maryland Workers by Industry,2020Q1,72,Accommodation and Food Services,33335
Workers,Prince Georges WIA,Maryland Workers by Industry,2015Q2,72,Accommodation and Food Services,28074
Workers,Prince Georges WIA,Maryland Workers by Industry,2016Q2,72,Accommodation and Food Services,28978
Workers,Prince Georges WIA,Maryland Workers by Industry,2017Q2,72,Accommodation and Food Services,33953
Workers,Prince Georges WIA,Maryland Workers by Industry,2020Q2,72,Accommodation and Food Services,25263
Workers,Prince Georges WIA,Maryland Workers by Industry,2018Q2,72,Accommodation and Food Services,33438
Workers,Prince Georges WIA,Maryland Workers by Industry,2019Q2,72,Accommodation and Food Services,33776
Workers,Prince Georges WIA,Maryland Workers by Industry,2015Q3,72,Accommodation and Food Services,29114
Workers,Prince Georges WIA,Maryland Workers by Industry,2017Q3,72,Accommodation and Food Services,33867
Workers,Prince Georges WIA,Maryland Workers by Industry,2016Q3,72,Accommodation and Food Services,29159
Workers,Prince Georges WIA,Maryland Workers by Industry,2018Q3,72,Accommodation and Food Services,34401
Workers,Prince Georges WIA,Maryland Workers by Industry,2019Q3,72,Accommodation and Food Services,33983
Workers,Prince Georges WIA,Maryland Workers by Industry,2015Q4,72,Accommodation and Food Services,28689
Workers,Prince Georges WIA,Maryland Workers by Industry,2016Q4,72,Accommodation and Food Services,28974
Workers,Prince Georges WIA,Maryland Workers by Industry,2018Q4,72,Accommodation and Food Services,33480
Workers,Prince Georges WIA,Maryland Workers by Industry,2019Q4,72,Accommodation and Food Services,33345
Workers,Prince Georges WIA,Maryland Workers by Industry,2017Q4,72,Accommodation and Food Services,33449
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2015Q1,62,Health Care and Social Assistance,3967
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2016Q1,62,Health Care and Social Assistance,3917
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2020Q1,62,Health Care and Social Assistance,4682
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2017Q1,62,Health Care and Social Assistance,4327
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2019Q1,62,Health Care and Social Assistance,4377
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2018Q1,62,Health Care and Social Assistance,4381
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2015Q2,62,Health Care and Social Assistance,4153
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2017Q2,62,Health Care and Social Assistance,4355
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2016Q2,62,Health Care and Social Assistance,4251
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2018Q2,62,Health Care and Social Assistance,4477
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2019Q2,62,Health Care and Social Assistance,4530
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2015Q3,62,Health Care and Social Assistance,4232
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2020Q2,62,Health Care and Social Assistance,TBD
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2019Q3,62,Health Care and Social Assistance,4490
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2016Q3,62,Health Care and Social Assistance,4502
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2017Q3,62,Health Care and Social Assistance,4375
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2018Q3,62,Health Care and Social Assistance,4382
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2015Q4,62,Health Care and Social Assistance,4596
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2017Q4,62,Health Care and Social Assistance,4533
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2018Q4,62,Health Care and Social Assistance,4721
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2019Q4,62,Health Care and Social Assistance,4856
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2015Q1,62,Health Care and Social Assistance,109
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2016Q1,62,Health Care and Social Assistance,452
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2017Q1,62,Health Care and Social Assistance,562
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2018Q1,62,Health Care and Social Assistance,461
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2020Q1,62,Health Care and Social Assistance,-1426
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2019Q1,62,Health Care and Social Assistance,121
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2015Q2,62,Health Care and Social Assistance,332
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2016Q2,62,Health Care and Social Assistance,233
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2018Q2,62,Health Care and Social Assistance,550
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2019Q2,62,Health Care and Social Assistance,188
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2017Q2,62,Health Care and Social Assistance,333
Earnings,Prince Georges WIA,Maryland Average Earnings by Industry,2016Q4,62,Health Care and Social Assistance,4444
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2020Q2,62,Health Care and Social Assistance,TBD
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2018Q3,62,Health Care and Social Assistance,-31
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2017Q3,62,Health Care and Social Assistance,-21
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2015Q3,62,Health Care and Social Assistance,439
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2016Q3,62,Health Care and Social Assistance,339
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2019Q3,62,Health Care and Social Assistance,281
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2018Q4,62,Health Care and Social Assistance,224
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2017Q4,62,Health Care and Social Assistance,-25
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2016Q4,62,Health Care and Social Assistance,-80
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q1,62,Health Care and Social Assistance,2986
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2015Q4,62,Health Care and Social Assistance,552
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2016Q1,62,Health Care and Social Assistance,3094
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q1,62,Health Care and Social Assistance,3631
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q1,62,Health Care and Social Assistance,3520
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q2,62,Health Care and Social Assistance,3387
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2020Q1,62,Health Care and Social Assistance,3595
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2016Q2,62,Health Care and Social Assistance,3567
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q1,62,Health Care and Social Assistance,3630
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q2,62,Health Care and Social Assistance,4016
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q2,62,Health Care and Social Assistance,3797
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q2,62,Health Care and Social Assistance,3824
Job Change,Prince Georges WIA,Maryland Job Net Change by Industry,2019Q4,62,Health Care and Social Assistance,-98
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q3,62,Health Care and Social Assistance,4259
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2020Q2,62,Health Care and Social Assistance,2344
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2016Q3,62,Health Care and Social Assistance,4034
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q3,62,Health Care and Social Assistance,4431
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q3,62,Health Care and Social Assistance,4139
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2015Q4,62,Health Care and Social Assistance,3860
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q3,62,Health Care and Social Assistance,3877
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2017Q4,62,Health Care and Social Assistance,3513
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2016Q4,62,Health Care and Social Assistance,3414
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2018Q4,62,Health Care and Social Assistance,4033
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q1,62,Health Care and Social Assistance,3330
New Hires,Prince Georges WIA,Maryland New Hires by Industry,2019Q4,62,Health Care and Social Assistance,3783
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q1,62,Health Care and Social Assistance,3257
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q1,62,Health Care and Social Assistance,3548
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q1,62,Health Care and Social Assistance,3448
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q1,62,Health Care and Social Assistance,3833
Separations,Prince Georges WIA,Maryland Separations by Industry,2020Q1,62,Health Care and Social Assistance,5401
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q2,62,Health Care and Social Assistance,3465
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q2,62,Health Care and Social Assistance,3714
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q2,62,Health Care and Social Assistance,3927
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q2,62,Health Care and Social Assistance,3976
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q2,62,Health Care and Social Assistance,4038
Separations,Prince Georges WIA,Maryland Separations by Industry,2020Q2,62,Health Care and Social Assistance,TBD
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q3,62,Health Care and Social Assistance,4189
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q3,62,Health Care and Social Assistance,5039
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q3,62,Health Care and Social Assistance,4079
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q3,62,Health Care and Social Assistance,4413
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q3,62,Health Care and Social Assistance,4337
Turnover,Prince Georges WIA,Maryland Turnover Rate by Education,2015Q4,E5,Educational attainment not available (workers aged 24 or younger),0.216,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Education,2016Q4,E5,Educational attainment not available (workers aged 24 or younger),0.217,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Education,2017Q4,E5,Educational attainment not available (workers aged 24 or younger),0.208,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Education,2018Q4,E5,Educational attainment not available (workers aged 24 or younger),0.204,
Turnover,Prince Georges WIA,Maryland Turnover Rate by Education,2019Q4,E5,Educational attainment not available (workers aged 24 or younger),0.272,
Separations,Prince Georges WIA,Maryland Separations by Industry,2016Q4,62,Health Care and Social Assistance,3973
Separations,Prince Georges WIA,Maryland Separations by Industry,2015Q4,62,Health Care and Social Assistance,3839
Separations,Prince Georges WIA,Maryland Separations by Industry,2017Q4,62,Health Care and Social Assistance,3908
Separations,Prince Georges WIA,Maryland Separations by Industry,2018Q4,62,Health Care and Social Assistance,4238
Separations,Prince Georges WIA,Maryland Separations by Industry,2019Q4,62,Health Care and Social Assistance,4380
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2015Q1,62,Health Care and Social Assistance,8.1
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2016Q1,62,Health Care and Social Assistance,8.9
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2017Q1,62,Health Care and Social Assistance,8.4
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2018Q1,62,Health Care and Social Assistance,8.200000000000001
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2019Q1,62,Health Care and Social Assistance,8.7
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2020Q1,62,Health Care and Social Assistance,TBD
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2016Q2,62,Health Care and Social Assistance,8.6
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2015Q2,62,Health Care and Social Assistance,8.5
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2017Q2,62,Health Care and Social Assistance,9
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2018Q2,62,Health Care and Social Assistance,8.799999999999999
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2019Q2,62,Health Care and Social Assistance,8.5
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2015Q3,62,Health Care and Social Assistance,8.3
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2016Q3,62,Health Care and Social Assistance,8.6
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2017Q3,62,Health Care and Social Assistance,8.6
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2018Q3,62,Health Care and Social Assistance,9
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2020Q2,62,Health Care and Social Assistance,TBD
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2019Q3,62,Health Care and Social Assistance,9
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2015Q4,62,Health Care and Social Assistance,8.9
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2016Q4,62,Health Care and Social Assistance,8.5
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2017Q4,62,Health Care and Social Assistance,8.5
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2018Q4,62,Health Care and Social Assistance,8
Turnover,Prince Georges WIA,Maryland Turnover Rate by Industry,2019Q4,62,Health Care and Social Assistance,10.6
Workers,Prince Georges WIA,Maryland Workers by Industry,2016Q1,62,Health Care and Social Assistance,29800
Workers,Prince Georges WIA,Maryland Workers by Industry,2015Q1,62,Health Care and Social Assistance,28735
Workers,Prince Georges WIA,Maryland Workers by Industry,2017Q1,62,Health Care and Social Assistance,30176
